version,device name,recording epoch time,recording time,recording timezone,platform,appVersion,device id,sensors,sampleRateMs,standardisation
3,Pixel 3 XL,1712673877317,2024-04-09_14-44-37,America/New_York,android,1.31.3,fb5920d9-68eb-4735-ac30-8b030f3b3658,Location|Annotation,0|,false
