time,seconds_elapsed,altitude,speedAccuracy,bearingAccuracy,latitude,bearing,horizontalAccuracy,verticalAccuracy,longitude,speed
1713398688999977500,196.6219775,-5.691422531,1.178382654,43.27867949,29.64272458,189.3432112,4.731618507,3.381763348,-82.34351514,1.21399906
1713398689999977500,197.6219775,-5.588515881,1.18019639,46.0279447,29.64271303,187.8884339,4.73158735,3.38180694,-82.34351544,1.139163764
1713398690999977700,198.6219778,-5.632571784,1.191707323,44.57170545,29.64270144,189.1607351,4.731231198,3.382305188,-82.34351597,1.179448462
1713398691999977200,199.6219773,-5.457044357,1.194759262,46.12535222,29.64269017,190.1881099,4.73385917,3.37862611,-82.34351898,1.141614127
1713398692999977500,200.6219775,-4.771581602,1.159376203,49.91232778,29.64268034,188.0462645,4.731466207,3.381976428,-82.34351915,1.046800891
1713398693999977200,201.6219773,-4.860265536,1.180366045,49.96341334,29.6426695,188.6929199,4.730867331,3.382814114,-82.34352184,1.043350288
1713398694999977500,202.6219775,-4.522004077,1.176378163,46.0451171,29.64265538,185.8582315,4.728964349,3.385473854,-82.3435212,1.141151596
1713398695999977000,203.6219771,-4.402156238,1.162180557,46.83868683,29.64264551,191.3811898,4.728800976,3.385702049,-82.34352544,1.111157875
1713398696999976700,204.6219768,-4.819181677,1.158199903,48.82397452,29.64263741,201.7235751,4.72846841,3.386166495,-82.34353067,1.065815127
1713398697999976700,205.6219768,-4.778602948,1.153667221,47.90369449,29.6426286,197.3395104,4.728346847,3.38633624,-82.3435349,1.08760905
1713398698999976700,206.6219768,-5.156676144,1.165929299,51.43268692,29.64262251,193.5257904,4.728516809,3.386098909,-82.34353698,1.003606801
1713398699999976200,207.6219761,-5.144287709,1.057875533,47.34540704,29.64261571,194.1895171,4.725398317,3.390449495,-82.34354365,1.013492806
1713398700999976000,208.6219758,-5.067847298,0.9218344656,44.10261394,29.64260838,193.5284804,4.724007706,3.392386803,-82.34354771,0.9896882565
1713398701999976200,209.6219761,-5.191775287,1.148598457,55.89866803,29.64260154,197.0026616,4.728825631,3.385667612,-82.34355122,0.9234037917
1713398702999975700,210.6219756,-4.931165837,1.12736898,45.20114622,29.64258959,193.0606456,4.727840251,3.387043489,-82.34355272,1.12446846
1713398703999976200,211.6219761,-5.199880904,1.13238171,48.93524446,29.64258226,197.1202644,4.728083717,3.386703618,-82.34355538,1.040457191
1713398704999976200,212.6219761,-5.403630873,1.153809585,47.24755223,29.64257104,191.9617123,4.72880047,3.385702756,-82.34355595,1.093603067
1713398705999975700,213.6219756,-5.525316426,1.16437819,53.59739685,29.6425641,188.9992214,4.729976875,3.384059071,-82.34355663,0.9657943437
1713398706999975700,214.6219756,-5.846578538,1.083085111,45.31850226,29.64255321,187.939938,4.728083844,3.386703441,-82.34355761,1.06810742
1713398707999975200,215.6219751,-5.892944779,1.169177415,47.27439958,29.64254249,187.5308999,4.727597667,3.387382077,-82.34355798,1.102593708
1713398708999975200,216.6219751,-6.020111346,1.117452874,40.70479957,29.64253149,184.027902,4.727041725,3.388157842,-82.34355917,1.228359072
1713398709999975200,217.6219751,-6.193331385,1.168766996,45.77518133,29.64252044,183.7075121,4.728615981,3.385960415,-82.34355722,1.13212242
1713398710999975000,218.6219749,-5.93150996,0.984514989,38.54084101,29.64250869,183.2066755,4.726582302,3.388798721,-82.34355725,1.18001604
1713398711999974700,219.6219746,-5.968512425,1.168605875,52.24965399,29.64249942,185.327119,4.726917088,3.388331724,-82.3435579,0.9976267254
1713398712999974100,220.6219741,-5.858653881,1.125964315,45.9302292,29.64248779,182.0545349,4.72378727,3.392693747,-82.3435561,1.105614021
1713398713999974000,221.6219739,-5.95210942,1.125472041,45.71382523,29.64247677,185.244883,4.721325837,3.396118281,-82.34355698,1.097168783
1713398714999974000,222.6219739,-5.761408021,1.033614092,42.32637116,29.64246614,188.1296029,4.720160867,3.39773725,-82.34355773,1.115720541
1713398715999974000,223.6219739,-5.451408306,1.155384438,46.60358455,29.6424545,186.5332282,4.723797109,3.392680047,-82.34355875,1.113834955
1713398716999973600,224.6219736,-5.690245693,0.9432779248,43.76250453,29.64244561,196.0981023,4.720258348,3.397601825,-82.34356211,0.9787645136
1713398717999973400,225.6219734,-5.393572847,1.058835185,57.29859212,29.64243823,194.5680451,4.718743402,3.399705537,-82.34356281,0.842674708
1713398718999973400,226.6219734,-4.932182917,1.158898016,50.72227914,29.64242456,191.7444338,4.721804838,3.395452268,-82.34356268,1.031040941
1713398719999972600,227.6219727,-4.991697814,1.168461604,54.3018329,29.64241471,193.174923,4.721177519,3.396324464,-82.34356339,0.9675779605
1713398720999972900,228.6219729,-4.490196483,1.020145405,50.81523574,29.64240498,194.9419398,4.71761472,3.401271584,-82.34356559,0.9277845366
1713398721999972900,229.6219729,-4.713498428,1.180730354,48.71622809,29.64239053,192.0491407,4.721210507,3.396278608,-82.34356494,1.084771129
1713398722999972000,230.6219722,-4.763757266,0.9779117423,38.66654574,29.64238021,195.5614091,4.718458818,3.4001005,-82.34357047,1.169481273
1713398723999971800,231.6219719,-4.404052108,1.150425808,59.33367464,29.6423746,198.7572313,4.719688496,3.398393375,-82.34357324,0.8769926223
1713398724999972400,232.6219724,-4.39945576,1.162431438,47.25929187,29.64235842,193.4950964,4.720890516,3.396723387,-82.34357299,1.102780723
1713398725999971600,233.6219717,-4.1036382,1.169270215,47.64896431,29.64234756,193.2265617,4.720994016,3.396579534,-82.34357452,1.096700156
1713398726999974400,234.6219744,-4.292304301,1.175261972,48.1096175,29.64233424,192.1896856,4.72197172,3.395220185,-82.3435752,1.092254916
1713398727999971300,235.6219714,-3.991980965,1.164991877,52.63315022,29.64232547,195.9939216,4.722394392,3.394632268,-82.34357918,0.9953775141
1713398728999971800,236.6219719,-3.556702901,1.139344721,41.33235594,29.64231006,197.1188019,4.721698716,3.395599839,-82.34358054,1.236766485
1713398729999971300,237.6219714,-3.952980064,1.208199439,58.27024202,29.64230485,206.3069324,4.723160718,3.393565951,-82.34358382,0.9345253045
1713398730999971300,238.6219714,-4.202118979,1.21033799,88.72562852,29.64230446,225.6029152,4.721971789,3.39522009,-82.34358785,0.5737650317
1713398731999971300,239.6219714,-4.289727664,1.099324252,48.30067226,29.64229382,232.9827993,4.71094217,3.410507426,-82.3435963,0.9456361426
1713398732999970800,240.6219707,-4.074374233,1.253351667,54.93410195,29.64229047,243.9046892,4.70845917,3.413934575,-82.34360394,0.900492751
1713398733999970600,241.6219705,-4.208913546,1.161970684,65.03052844,29.64227691,224.574805,4.703806037,3.420342936,-82.34360486,0.7919058972
1713398734999971300,242.6219714,-3.335725508,1.153297315,60.28025335,29.64226543,211.160474,4.705318151,3.418262443,-82.34360563,0.8543137935
1713398735999974700,243.6219746,-3.442760644,0.9807719777,62.34479864,29.642256,205.9040549,4.699805651,3.42583769,-82.34360236,0.7290188472
1713398736999977700,244.6219778,-3.084407871,1.072049489,59.0758082,29.64224559,200.3565731,4.698175503,3.428072924,-82.34360095,0.8295132775
1713398737999981300,245.6219812,-4.088398105,1.121553901,58.97896097,29.64224046,210.7233838,4.697373232,3.429172167,-82.34360566,0.753259411
1713398738999983900,246.6219839,-3.325920099,1.021217853,52.10125183,29.6422314,214.2375974,4.697160754,3.429463207,-82.34361122,0.8906669529
1713398739999986400,247.6219863,-3.718468098,1.198784297,53.87720419,29.64221817,200.3547755,4.699078329,3.426835259,-82.3436085,0.9914284898
1713398740999988500,248.6219885,-3.21115044,1.146131096,56.65607205,29.64220842,197.6197287,4.698827558,3.427179104,-82.34360827,0.9181941587
1713398741999991000,249.621991,-3.548762448,1.22477483,56.34279018,29.64219163,194.2778371,4.703875258,3.420247738,-82.34360368,0.9638878439
1713398742999993300,250.6219934,-3.692719816,1.171549147,64.98421262,29.64218042,201.5873826,4.709020435,3.41316035,-82.34360328,0.7707791133
1713398743999995100,251.6219951,-4.215590369,1.085491204,56.84948093,29.6421693,190.0831666,4.712752217,3.408005806,-82.34359838,0.6855851541
1713398744999997200,252.6219971,-4.394654551,1.245057791,44.52896098,29.64215378,184.9622628,14.23672223,10.08645495,-82.34359556,1.109171041
1713398745999998200,253.6219983,-4.456918467,0.9019879102,51.35276311,29.64215293,199.0757923,14.23485498,10.08908999,-82.34360256,0.7403119316
1713398747000000300,254.6220002,-4.572023854,1.181106693,90.12596988,29.64215138,206.5545767,14.23629536,10.08705743,-82.34360638,0.5068842211
1713398748000001800,255.6220017,-4.620714392,1.212280399,59.07884714,29.64214164,210.8603972,14.236569,10.08667122,-82.34361354,0.8301400284
1713398749000003600,256.6220037,-4.95944008,1.195319657,59.83880944,29.6421361,215.009489,14.23636331,10.08696153,-82.34361872,0.7961914239
1713398750000004900,257.6220049,-5.014172497,1.197304495,51.43295187,29.64212648,215.7106093,14.23507089,10.08878537,-82.34362626,0.9632287529
1713398751000005000,258.6220051,-5.080602145,1.188075209,61.71237008,29.64212148,212.2765252,14.23506384,10.08879532,-82.34363046,0.7967733032
1713398752000006400,259.6220063,-4.693869071,1.104409834,59.99864673,29.64211495,217.4367697,14.23434533,10.08980904,-82.34363796,0.8108510211
1713398752999993900,260.6219939,-4.62184908,1.176472308,60.02735517,29.64210889,220.8403467,14.23590416,10.08760953,-82.34364386,0.8469343602
1713398753999994400,261.6219944,-4.324067313,1.169595332,44.50055985,29.64209869,223.2974766,14.23551982,10.0881519,-82.34365474,1.141098858
1713398754999994400,262.6219944,-4.278375919,0.888375375,45.20501571,29.64209527,225.2024999,14.23539874,10.08832276,-82.34365654,0.8725305357
1713398755999997700,263.6219978,-4.005559864,1.01394662,46.83148928,29.64208744,222.7515233,14.23568719,10.08791572,-82.343662,0.9421149564
1713398756999995600,264.6219956,-3.923302584,1.176046429,61.35383196,29.64208164,220.9950553,14.23582486,10.08772144,-82.34366538,0.826002601
1713398757999994000,265.6219941,-4.102002303,1.175706163,74.82683303,29.64207505,214.499277,14.23563412,10.0879906,-82.34366575,0.6861039579
1713398758999995000,266.6219949,-4.067412316,1.018553219,52.67964496,29.64206507,209.6032857,14.23419707,10.09001819,-82.34366959,0.8719115642
1713398759999994000,267.6219941,-3.599985141,1.14665499,57.08731428,29.64205738,210.2507277,14.23476325,10.08921942,-82.34367427,0.8943280772
1713398760999992300,268.6219924,-3.714485469,0.8758608309,53.94191932,29.64205008,203.696848,14.23492967,10.08898462,-82.34367313,0.7617375756
1713398761999989500,269.6219895,-3.922428226,1.205731469,71.20234338,29.6420425,198.4924738,14.23805563,10.08457263,-82.34367293,0.7414131993
1713398762999988500,270.6219885,-3.759577102,0.8685523202,44.13626555,29.64202962,193.6984581,14.23684813,10.08627725,-82.34367368,0.9309264242
1713398763999989200,271.6219893,-3.839710793,1.206550883,46.91718186,29.64201723,189.837222,14.24107861,10.08030324,-82.34367388,1.157515548
1713398764999991300,272.6219912,-4.043761878,1.251300443,55.56400815,29.64200965,186.7005208,14.24478675,10.07506247,-82.3436722,0.9903387051
1713398765999988500,273.6219885,-3.956786744,1.262472597,54.05140138,29.64199899,183.2367265,14.24754693,10.07115882,-82.34367075,1.029346718
