time,seconds_elapsed,bearingAccuracy,speedAccuracy,verticalAccuracy,horizontalAccuracy,speed,bearing,altitude,longitude,latitude,sample,street
1712268009100344800,14.4593447265625,45.0,0.2102712094783783,2.344346046447754,3.734999895095825,1.1968387365341187,10.361546516418457,-3.231419932660458,-82.3505586,29.6411681,Sample 1,Gale/West
1712268009367332600,14.72633251953125,45.0,0.1927192658185959,2.372821092605591,3.8559999465942383,1.1710659265518188,6.910729885101318,-3.0873717574336226,-82.3505612,29.6411702,Sample 1,Gale/West
1712268009661183500,15.02018359375,45.0,0.24652498960494995,2.372821092605591,4.026000022888184,1.1627038717269897,4.007717609405518,-3.0873717574336226,-82.3505612,29.6411717,Sample 1,Gale/West
1712268010221688000,15.58068798828125,45.0,0.22344160079956055,2.372821092605591,4.172999858856201,1.1822060346603394,0.07014350593090057,-3.0873717574336226,-82.3505613,29.6411773,Sample 1,Gale/West
1712268010367334100,15.726334228515626,45.0,0.20974045991897583,2.382277727127075,4.322000026702881,1.1641863584518433,357.93359375,-3.0812279457927474,-82.3505646,29.6411783,Sample 1,Gale/West
1712268010763095800,16.122095703125,45.0,0.2434096336364746,2.382277727127075,4.561999797821045,1.1573201417922974,1.9459000825881958,-3.0812279457927474,-82.3505649,29.6411806,Sample 1,Gale/West
1712268011403123500,16.76212353515625,45.0,0.21314139664173126,2.382277727127075,4.830999851226807,1.1638392210006714,8.585763931274414,-3.0812279457927474,-82.3505652,29.6411862,Sample 1,Gale/West
1712268011429017300,16.788017333984374,45.0,0.1877279430627823,2.7073686122894287,5.002999782562256,1.1541385650634766,8.405107498168945,-3.0999999046325684,-82.3505684,29.6411852,Sample 1,Gale/West
1712268011940890600,17.299890625,45.0,0.16451552510261536,2.7073686122894287,5.440999984741211,1.1525201797485352,7.768519878387451,-3.0999999046325684,-82.3505721,29.6411902,Sample 1,Gale/West
1712268012367250200,17.726250244140626,45.0,0.1957111656665802,2.7283174991607666,5.76200008392334,1.1515694856643677,4.471550941467285,-3.0999999046325684,-82.3505809,29.6411935,Sample 1,Gale/West
1712268012578529300,17.937529296875,45.0,0.1963878571987152,2.7283174991607666,6.078999996185303,1.1505087614059448,4.319736957550049,-3.0999999046325684,-82.3505852,29.6411953,Sample 1,Gale/West
1712268013178006300,18.53700634765625,45.0,0.16036644577980042,2.7283174991607666,6.431000232696533,1.1377651691436768,2.823594570159912,-3.0999999046325684,-82.3505897,29.6412009,Sample 1,Gale/West
1712268013367617500,18.726617431640626,45.0,0.19825108349323273,2.8340811729431152,6.683000087738037,1.1225638389587402,359.4292907714844,-3.0999999046325684,-82.3505987,29.641202,Sample 1,Gale/West
1712268013767046000,19.1260458984375,45.0,0.19780883193016052,2.8340811729431152,6.980000019073486,1.1239547729492188,358.4244689941406,-3.0999999046325684,-82.3506041,29.6412058,Sample 1,Gale/West
1712268014279309600,19.6383095703125,45.0,0.20839716494083405,2.8340811729431152,7.263000011444092,1.1457023620605469,357.684326171875,-3.0999999046325684,-82.350609,29.6412107,Sample 1,Gale/West
1712268014367906800,19.72690673828125,45.0,0.19421681761741638,2.8000130653381348,7.377999782562256,1.1370484828948975,356.238525390625,-3.0999999046325684,-82.3506158,29.641211,Sample 1,Gale/West
1712268014947409000,20.306408935546877,45.0,0.16413220763206482,2.8000130653381348,7.53000020980835,1.1423606872558594,353.9493713378906,-3.0999999046325684,-82.3506215,29.6412165,Sample 1,Gale/West
1712268015367687700,20.726687744140627,45.0,0.19704017043113708,3.976430892944336,7.679999828338623,1.124926209449768,350.8777770996094,-3.0999999046325684,-82.350628,29.6412207,Sample 1,Gale/West
1712268015425549300,20.78454931640625,45.0,0.19897876679897308,3.976430892944336,7.614999771118164,1.1251980066299438,349.87384033203125,-3.0999999046325684,-82.3506299,29.6412213,Sample 1,Gale/West
1712268016106017000,21.46501708984375,45.0,0.16801388561725616,3.976430892944336,7.669000148773193,1.14159095287323,342.9505920410156,-3.0999999046325684,-82.3506337,29.6412289,Sample 1,Gale/West
1712268016367929600,21.7269296875,45.0,0.19316190481185913,4.296207427978516,7.563000202178955,1.1443370580673218,340.1471252441406,-3.0999999046325684,-82.3506372,29.6412325,Sample 1,Gale/West
1712268016415033600,21.77403369140625,45.0,0.19316190481185913,2.082758903503418,7.453999996185303,1.1464601755142212,339.3131103515625,-3.2257877649747613,-82.3506382,29.6412332,Sample 1,Gale/West
1712268016579662000,21.938662109375,45.0,0.19316190481185913,2.082758903503418,7.416999816894531,1.1482861042022705,338.6619873046875,-3.2257877649747613,-82.3506396,29.6412353,Sample 1,Gale/West
1712268017179315700,22.538315673828127,45.0,0.16546466946601868,2.082758903503418,7.298999786376953,1.156816005706787,340.925537109375,-3.2257877649747613,-82.350643,29.6412418,Sample 1,Gale/West
1712268017367575600,22.726575439453125,45.0,0.20333437621593475,2.0992393493652344,7.131999969482422,1.1389703750610352,342.3341979980469,-3.266746350481611,-82.350644,29.6412447,Sample 1,Gale/West
1712268017720509400,23.079509521484376,45.0,0.20333437621593475,2.0992393493652344,6.958000183105469,1.1338157653808594,342.993408203125,-3.266746350481611,-82.3506454,29.6412489,Sample 1,Gale/West
1712268018318782500,23.677782470703125,45.0,0.21784073114395142,2.0992393493652344,6.763999938964844,1.1580125093460083,342.9716796875,-3.266746350481611,-82.3506477,29.6412563,Sample 1,Gale/West
1712268018367410400,23.726410400390623,45.0,0.19536593556404114,2.1572728157043457,6.689000129699707,1.1555627584457397,343.192626953125,-3.139593976096954,-82.3506475,29.6412578,Sample 1,Gale/West
1712268018821081300,24.180081298828124,45.0,0.24285727739334106,2.1572728157043457,6.416999816894531,1.1668894290924072,342.9012756347656,-3.139593976096954,-82.3506489,29.6412636,Sample 1,Gale/West
1712268019367626500,24.72662646484375,45.0,0.1980336308479309,2.272294044494629,6.117000102996826,1.161708116531372,346.025146484375,-3.203158581286175,-82.3506467,29.6412733,Sample 1,Gale/West
1712268019459007500,24.818007568359373,45.0,0.1980336308479309,2.272294044494629,5.9029998779296875,1.160939335823059,347.11407470703125,-3.203158581286175,-82.3506457,29.6412755,Sample 1,Gale/West
1712268020000177000,25.359177001953125,45.0,0.1656583845615387,2.272294044494629,5.693999767303467,1.1828293800354004,349.971923828125,-3.203158581286175,-82.3506459,29.6412832,Sample 1,Gale/West
1712268020367750000,25.72675,45.0,0.19592447578907013,2.1572704315185547,5.494999885559082,1.1815160512924194,352.6568908691406,-3.1355767637506062,-82.3506434,29.6412886,Sample 1,Gale/West
1712268020599155500,25.958155517578124,45.0,0.19592447578907013,2.1572704315185547,5.283999919891357,1.1799803972244263,353.39141845703125,-3.1355767637506062,-82.3506424,29.6412918,Sample 1,Gale/West
1712268021101402600,26.460402587890623,45.0,0.17542245984077454,2.1572704315185547,5.190000057220459,1.189280390739441,350.4681701660156,-3.1355767637506062,-82.3506426,29.6412982,Sample 1,Gale/West
1712268021367373300,26.726373291015626,45.0,0.2047255039215088,2.1704938411712646,4.961999893188477,1.1950901746749878,348.22454833984375,-3.0843780574283386,-82.3506414,29.6413015,Sample 1,Gale/West
1712268021517087200,26.876087158203124,45.0,0.2047255039215088,3.6998071670532227,4.715000152587891,1.1913560628890991,345.56640625,-3.0999999046325684,-82.350641,29.6413029,Sample 1,Gale/West
1712268021643648800,27.002648681640625,45.0,0.2047255039215088,3.6998071670532227,4.531000137329102,1.1946969032287598,344.0284729003906,-3.0999999046325684,-82.3506412,29.6413052,Sample 1,Gale/West
1712268022184355000,27.54335498046875,45.0,0.21565642952919006,3.6998071670532227,4.3480000495910645,1.1708159446716309,334.81500244140625,-3.0999999046325684,-82.3506432,29.6413111,Sample 1,Gale/West
1712268022367590000,27.72658984375,45.0,0.19336465001106262,3.7436130046844482,4.1620001792907715,1.166013240814209,331.3569641113281,-3.0999999046325684,-82.3506431,29.6413131,Sample 1,Gale/West
1712268022784167400,28.14316748046875,45.0,0.2452506422996521,3.7436130046844482,3.9760000705718994,1.157304286956787,326.9107360839844,-3.0999999046325684,-82.3506452,29.6413172,Sample 1,Gale/West
1712268023372395000,28.73139501953125,45.0,0.21357572078704834,3.65956974029541,3.6760001182556152,1.1458684206008911,327.33111572265625,-3.0999999046325684,-82.3506488,29.6413225,Sample 1,Gale/West
1712268023459936000,28.81893603515625,45.0,0.1956540048122406,3.65956974029541,3.63100004196167,1.1456891298294067,328.70819091796875,-3.0999999046325684,-82.3506472,29.6413236,Sample 1,Gale/West
1712268023981085700,29.340085693359374,45.0,0.1750505119562149,3.65956974029541,3.450000047683716,1.1399601697921753,340.8807678222656,-3.0999999046325684,-82.3506484,29.641329,Sample 1,Gale/West
1712268024367953000,29.726952880859375,45.0,0.20365959405899048,3.5533604621887207,3.378999948501587,1.1271182298660278,353.2148132324219,-3.0999999046325684,-82.3506466,29.6413335,Sample 1,Gale/West
1712268024450925300,29.80992529296875,45.0,0.20365959405899048,3.5533604621887207,3.3550000190734863,1.1213487386703491,357.5704650878906,-3.0999999046325684,-82.3506456,29.6413347,Sample 1,Gale/West
1712268025063590100,30.422590087890626,45.0,0.18038180470466614,3.5533604621887207,3.2149999141693115,1.1432178020477295,6.775300979614258,-3.0999999046325684,-82.350644,29.6413418,Sample 1,Gale/West
1712268025367671600,30.726671630859375,45.0,0.2113180160522461,3.5544114112854004,3.2019999027252197,1.1799412965774536,6.5856781005859375,-3.0999999046325684,-82.3506416,29.6413459,Sample 1,Gale/West
1712268025567032000,30.926031982421875,45.0,0.2113180160522461,3.5544114112854004,3.1659998893737793,1.1831809282302856,4.783979415893555,-3.0999999046325684,-82.3506404,29.6413486,Sample 1,Gale/West
1712268026185204700,31.544204833984374,45.0,0.21547134220600128,3.5544114112854004,3.0840001106262207,1.1676658391952515,352.0012512207031,-3.0999999046325684,-82.35064,29.641356,Sample 1,Gale/West
1712268026367492400,31.726492431640626,45.0,0.19618234038352966,3.562150001525879,3.072999954223633,1.1801756620407104,349.7265625,-3.0999999046325684,-82.3506397,29.6413583,Sample 1,Gale/West
1712268026503239400,31.862239501953123,45.0,0.23858390748500824,2.7161991596221924,3.061000108718872,1.1833564043045044,349.3055114746094,-3.0999999046325684,-82.3506398,29.6413598,Sample 1,Gale/West
1712268026706116600,32.06511669921875,45.0,0.23858390748500824,2.7161991596221924,3.046999931335449,1.1859803199768066,349.67889404296875,-3.0999999046325684,-82.3506402,29.6413626,Sample 1,Gale/West
1712268027223799000,32.58279907226562,45.0,0.2288397252559662,2.7161991596221924,3.0230000019073486,1.165196180343628,353.8904724121094,-3.0999999046325684,-82.3506409,29.6413686,Sample 1,Gale/West
1712268027367913700,32.72691381835938,45.0,0.2066337913274765,2.724043607711792,3.0230000019073486,1.1749670505523682,355.0953369140625,-3.0999999046325684,-82.3506409,29.6413705,Sample 1,Gale/West
1712268027885281500,33.24428149414062,45.0,0.2460806667804718,2.724043607711792,3.0350000858306885,1.165708065032959,351.7185974121094,-3.0999999046325684,-82.3506413,29.6413766,Sample 1,Gale/West
1712268028339959000,33.698958984375,45.0,0.23631712794303894,2.724043607711792,3.059000015258789,1.1831640005111694,347.0917053222656,-3.0999999046325684,-82.3506422,29.6413821,Sample 1,Gale/West
1712268028367641600,33.7266416015625,45.0,0.20934008061885834,2.6916797161102295,3.0759999752044678,1.1826916933059692,345.9556579589844,-3.0999999046325684,-82.3506421,29.6413826,Sample 1,Gale/West
1712268028987938300,34.34693823242188,45.0,0.17865903675556183,2.6916797161102295,3.1029999256134033,1.210148811340332,343.3638916015625,-3.0999999046325684,-82.3506438,29.6413902,Sample 1,Gale/West
1712268029367559000,34.72655883789062,45.0,0.20664609968662262,2.6551644802093506,3.135999917984009,1.211656093597412,342.692138671875,-3.0999999046325684,-82.3506449,29.6413947,Sample 1,Gale/West
1712268029499157500,34.85815747070313,45.0,0.20664609968662262,2.6551644802093506,3.190000057220459,1.2124664783477783,342.5125427246094,-3.0999999046325684,-82.3506454,29.6413964,Sample 1,Gale/West
1712268030059697400,35.41869750976562,45.0,0.20517615973949432,2.6551644802093506,3.2309999465942383,1.213895320892334,342.5550231933594,-3.0999999046325684,-82.3506471,29.6414032,Sample 1,Gale/West
1712268030367435000,35.72643505859375,45.0,0.1878332644701004,2.6703860759735107,3.2799999713897705,1.2160896062850952,342.9239196777344,-3.0999999046325684,-82.3506477,29.6414069,Sample 1,Gale/West
1712268030619809800,35.97880981445312,45.0,0.23153838515281677,2.6703860759735107,3.36299991607666,1.2176016569137573,343.18170166015625,-3.0999999046325684,-82.3506485,29.6414101,Sample 1,Gale/West
1712268031163362600,36.52236254882813,45.0,0.20820234715938568,2.6703860759735107,3.4119999408721924,1.1876815557479858,343.8138732910156,-3.0999999046325684,-82.3506502,29.6414162,Sample 1,Gale/West
1712268031367800000,36.726800048828125,45.0,0.18912340700626373,3.2795491218566895,3.507999897003174,1.1868717670440674,344.4674987792969,-3.0999999046325684,-82.3506502,29.6414186,Sample 1,Gale/West
1712268031489412900,36.84841284179687,45.0,0.18912340700626373,2.9111921787261963,3.578000068664551,1.1869544982910156,344.9873046875,-3.0999999046325684,-82.3506503,29.6414201,Sample 1,Gale/West
1712268031722782500,37.081782470703125,45.0,0.23240435123443604,2.9111921787261963,3.6619999408721924,1.1866616010665894,345.57275390625,-3.0999999046325684,-82.350651,29.6414228,Sample 1,Gale/West
1712268032262990800,37.62199096679687,45.0,0.2163141965866089,2.9111921787261963,3.7660000324249268,1.181376576423645,347.84942626953125,-3.0999999046325684,-82.3506518,29.6414288,Sample 1,Gale/West
1712268032367576800,37.72657690429688,45.0,0.19542111456394196,2.7959418296813965,3.803999900817871,1.1874499320983887,348.884765625,-3.0999999046325684,-82.3506511,29.64143,Sample 1,Gale/West
1712268032863230500,38.22223046875,45.0,0.23773926496505737,2.7959418296813965,3.9040000438690186,1.1884522438049316,350.40850830078125,-3.0999999046325684,-82.3506516,29.6414356,Sample 1,Gale/West
1712268033367554300,38.72655419921875,45.0,0.18849755823612213,2.8907318115234375,4.019000053405762,1.1937682628631592,351.376708984375,-3.0999999046325684,-82.350651,29.6414412,Sample 1,Gale/West
1712268033427034600,38.78603466796875,45.0,0.18849755823612213,2.8907318115234375,4.0960001945495605,1.193515419960022,351.5268859863281,-3.0999999046325684,-82.3506506,29.6414419,Sample 1,Gale/West
1712268033943757300,39.30275732421875,45.0,0.14191396534442902,2.8907318115234375,4.130000114440918,1.1808593273162842,349.577392578125,-3.0999999046325684,-82.350652,29.6414476,Sample 1,Gale/West
1712268034367596000,39.72659594726562,45.0,0.17781294882297516,2.8461034297943115,4.229000091552734,1.1809519529342651,347.8931884765625,-3.0999999046325684,-82.3506521,29.6414523,Sample 1,Gale/West
1712268034466513200,39.82551318359375,45.0,0.17781294882297516,2.8461034297943115,4.248000144958496,1.181727647781372,347.3166809082031,-3.0999999046325684,-82.350652,29.6414535,Sample 1,Gale/West
1712268035125254400,40.48425439453125,45.0,0.20026788115501404,2.8461034297943115,4.353000164031982,1.1585099697113037,347.34698486328125,-3.0999999046325684,-82.3506536,29.6414611,Sample 1,Gale/West
1712268035367767300,40.72676733398438,45.0,0.18493248522281647,3.935539722442627,4.4079999923706055,1.1529405117034912,347.8823547363281,-3.0999999046325684,-82.3506529,29.6414637,Sample 1,Gale/West
1712268035645021200,41.00402124023437,45.0,0.2298206090927124,3.935539722442627,4.460000038146973,1.1467560529708862,347.610595703125,-3.0999999046325684,-82.3506531,29.6414667,Sample 1,Gale/West
1712268036224679000,41.58367895507813,45.0,0.20172467827796936,3.935539722442627,4.51800012588501,1.1443748474121094,347.72369384765625,-3.0999999046325684,-82.3506545,29.6414731,Sample 1,Gale/West
1712268036367551500,41.72655151367187,45.0,0.18382573127746582,3.7880795001983643,4.5329999923706055,1.1483299732208252,348.4263000488281,-3.0999999046325684,-82.3506538,29.6414745,Sample 1,Gale/West
1712268036591530200,41.9505302734375,45.0,0.18382573127746582,2.245734214782715,4.618000030517578,1.1480236053466797,348.6609191894531,-3.4522153629732344,-82.3506537,29.6414765,Sample 1,Gale/West
1712268036823760400,42.182760498046875,45.0,0.23195967078208923,2.245734214782715,4.664999961853027,1.1440343856811523,348.7976989746094,-3.4522153629732344,-82.350654,29.6414797,Sample 1,Gale/West
1712268037411301000,42.77030102539062,45.0,0.20686310529708862,2.245734214782715,4.729000091552734,1.1368370056152344,348.8447570800781,-3.4522153629732344,-82.3506553,29.6414866,Sample 1,Gale/West
1712268037886214100,43.245214111328124,45.0,0.23301047086715698,2.359781503677368,4.764999866485596,1.133296251296997,349.2671203613281,-3.5054610049303747,-82.3506548,29.6414917,Sample 1,Gale/West
1712268038367288600,43.72628857421875,45.0,0.14164061844348907,2.2308154106140137,4.776000022888184,1.15470552444458,349.544677734375,-3.538227387128849,-82.3506533,29.6414973,Sample 1,Gale/West
1712268038504723000,43.86372290039063,45.0,0.18985186517238617,2.2308154106140137,4.836999893188477,1.149476408958435,349.3058776855469,-3.538227387128849,-82.3506529,29.641499,Sample 1,Gale/West
1712268039026853400,44.38585327148437,45.0,0.18816214799880981,2.2308154106140137,4.873000144958496,1.1497005224227905,349.03472900390625,-3.538227387128849,-82.3506535,29.641505,Sample 1,Gale/West
1712268039374488600,44.73348852539063,45.0,0.18816214799880981,2.2301077842712402,4.927999973297119,1.1502211093902588,349.135986328125,-3.604783709962021,-82.350654,29.641509,Sample 1,Gale/West
1712268039606851000,44.96585107421875,45.0,0.23043575882911682,2.2301077842712402,4.9710001945495605,1.1631563901901245,349.86529541015625,-3.604783709962021,-82.3506531,29.6415116,Sample 1,Gale/West
1712268040147781600,45.50678173828125,45.0,0.20192886888980865,2.2301077842712402,5.008999824523926,1.1676112413406372,350.3338928222656,-3.604783709962021,-82.3506531,29.641518,Sample 1,Gale/West
1712268040368031700,45.72703173828125,45.0,0.1824677586555481,2.184514284133911,5.045000076293945,1.1734421253204346,350.9508972167969,-3.729263034085257,-82.3506514,29.6415206,Sample 1,Gale/West
1712268040639992600,45.99899267578125,45.0,0.22356228530406952,2.184514284133911,5.059999942779541,1.1701830625534058,351.0246276855469,-3.729263034085257,-82.3506508,29.6415236,Sample 1,Gale/West
1712268041220050700,46.57905078125,45.0,0.21055564284324646,2.184514284133911,5.11299991607666,1.1805930137634277,350.4403991699219,-3.729263034085257,-82.3506504,29.6415303,Sample 1,Gale/West
1712268041367387000,46.72638696289062,45.0,0.19149552285671234,2.197582244873047,5.129000186920166,1.1829299926757812,350.75018310546875,-3.7435980658364727,-82.3506487,29.6415318,Sample 1,Gale/West
1712268041577656800,46.93665673828125,45.0,0.19149552285671234,2.9370229244232178,5.191999912261963,1.183309555053711,351.0184631347656,-3.0999999046325684,-82.3506481,29.6415337,Sample 1,Gale/West
1712268041781366800,47.14036669921875,45.0,0.23311464488506317,2.9370229244232178,5.209000110626221,1.177085041999817,351.4168395996094,-3.0999999046325684,-82.350648,29.6415365,Sample 1,Gale/West
1712268042360821800,47.71982177734375,45.0,0.20200997591018677,2.9370229244232178,5.245999813079834,1.156171441078186,352.6815185546875,-3.0999999046325684,-82.3506476,29.6415431,Sample 1,Gale/West
1712268042367696600,47.726696533203125,45.0,0.18523624539375305,2.931020736694336,5.244999885559082,1.155734896659851,353.18646240234375,-3.0999999046325684,-82.3506461,29.641543,Sample 1,Gale/West
1712268042929791500,48.28879150390625,45.0,0.15261274576187134,2.931020736694336,5.2779998779296875,1.1488615274429321,352.9343566894531,-3.0999999046325684,-82.3506456,29.6415488,Sample 1,Gale/West
1712268043367984400,48.726984375,45.0,0.18874268233776093,2.956841468811035,5.303999900817871,1.1762007474899292,352.2235412597656,-3.0999999046325684,-82.3506443,29.641553,Sample 1,Gale/West
1712268043501352200,48.860352294921874,45.0,0.18874268233776093,2.956841468811035,5.309000015258789,1.1772648096084595,351.8153381347656,-3.0999999046325684,-82.3506438,29.6415544,Sample 1,Gale/West
1712268044042126800,49.401126953125,45.0,0.19618594646453857,2.956841468811035,5.355000019073486,1.170613169670105,351.53729248046875,-3.0999999046325684,-82.3506441,29.6415601,Sample 1,Gale/West
1712268044367232500,49.726232421875,45.0,0.180580735206604,2.912696123123169,5.355000019073486,1.1709396839141846,351.8371276855469,-3.0999999046325684,-82.3506432,29.6415633,Sample 1,Gale/West
1712268044583109600,49.94210961914062,45.0,0.2230144739151001,2.912696123123169,5.367000102996826,1.1722017526626587,351.7689514160156,-3.0999999046325684,-82.3506429,29.6415656,Sample 1,Gale/West
1712268045183235600,50.542235595703126,45.0,0.21298496425151825,2.912696123123169,5.406000137329102,1.1604113578796387,352.6301574707031,-3.0999999046325684,-82.3506434,29.6415722,Sample 1,Gale/West
