time,seconds_elapsed,bearingAccuracy,speedAccuracy,verticalAccuracy,horizontalAccuracy,speed,bearing,altitude,longitude,latitude
1712673345957308200,2.23230810546875,56.208946228027344,1.9325889348983765,6.456630706787109,6.432000160217285,1.517142415046692,257.5146789550781,4.8711716642688145,-82.3502815,29.6449077
1712673346953398500,3.2283984375,37.565582275390625,1.8505405187606812,6.441728115081787,5.895999908447266,2.382220983505249,247.20628356933594,5.05098240434117,-82.350313,29.6448816
1712673347951245800,4.226245849609375,29.18818473815918,3.3668975830078125,6.450897693634033,5.7170000076293945,4.23347806930542,222.9532928466797,5.073775588200249,-82.3503784,29.6447568
1712673348949596700,5.2245966796875,48.689598083496094,2.6410982608795166,6.460881233215332,5.627999782562256,3.447957754135132,227.99111938476562,5.387821267060858,-82.3504127,29.6447141
1712673349951116800,6.22611669921875,69.3094711303711,2.684194564819336,6.4708967208862305,5.573999881744385,2.201965808868408,215.5646209716797,5.387821267060858,-82.35041,29.6446992
1712673350959734000,7.234734130859375,58.700557708740234,1.452480673789978,6.480982780456543,5.360000133514404,1.1626473665237427,198.1437225341797,5.137090310278438,-82.3503767,29.644689
1712673351959546400,8.23454638671875,28.571901321411133,1.718400478363037,6.490980625152588,5.360000133514404,2.0502312183380127,174.44143676757812,5.133544673306936,-82.350363,29.6446718
1712673352957081000,9.2320810546875,26.372224807739258,0.8514693379402161,5.844094753265381,5.360000133514404,1.4022843837738037,174.72158813476562,4.678129856362482,-82.3503417,29.6446648
1712673353950147600,10.225147705078125,28.646770477294922,0.9055384993553162,5.5961222648620605,5.360000133514404,1.356200933456421,188.95321655273438,4.468433877871902,-82.3503316,29.6446485
1712673354369335300,10.644335205078125,45,0.30674341320991516,5.5961222648620605,5.947000026702881,1.23651921749115,113.98838806152344,4.468433877871902,-82.3503292,29.6446463
1712673354730131200,11.005131103515625,45,0.3285354971885681,5.5961222648620605,6.370999813079834,1.2124272584915161,100.93669891357422,4.468433877871902,-82.3503248,29.6446467
1712673354951096800,11.226096923828125,45,0.27477189898490906,5.6355743408203125,6.1519999504089355,1.2440335750579834,123.3503646850586,4.427913515545562,-82.3503245,29.6446429
1712673355006642200,11.28164208984375,45,0.27775105834007263,5.6355743408203125,5.980000019073486,1.3003185987472534,133.8680419921875,4.427913515545562,-82.3503257,29.644642
1712673355513612300,11.7886123046875,45,0.21271073818206787,5.6355743408203125,5.946000099182129,1.2654482126235962,116.99263000488281,4.427913515545562,-82.350321,29.6446374
1712673355875801000,12.150801025390624,45,0.2572028934955597,5.6355743408203125,5.914999961853027,1.2570744752883911,115.66337585449219,4.427913515545562,-82.3503206,29.6446378
1712673355959982600,12.234982666015625,45,0.24191410839557648,5.924421310424805,5.861999988555908,1.4083335399627686,145.4291534423828,4.3433278851102415,-82.3503238,29.6446342
1712673356677741300,12.9527412109375,45,0.2245166003704071,5.924421310424805,5.861000061035156,1.241700291633606,162.98789978027344,4.3433278851102415,-82.3503227,29.6446263
1712673356953438000,13.22843798828125,45,0.21751810610294342,5.941171169281006,5.74399995803833,1.2292633056640625,183.51861572265625,4.320028997856923,-82.3503306,29.6446172
1712673357008010000,13.283010009765626,45,0.219718798995018,5.941171169281006,5.645999908447266,1.2485058307647705,187.3147735595703,4.320028997856923,-82.350333,29.6446144
1712673357771873500,14.04687353515625,45,0.22429870069026947,5.941171169281006,5.578999996185303,1.2241787910461426,187.28042602539062,4.320028997856923,-82.3503351,29.6446041
1712673357951788500,14.22678857421875,45,0.6629935503005981,6.605449199676514,5.947000026702881,1.3989756107330322,189.03189086914062,4.655852352011465,-82.350342,29.644599
1712673358132284700,14.40728466796875,45,0.6736803650856018,6.605449199676514,6.315999984741211,1.4852122068405151,189.08175659179688,4.655852352011465,-82.3503489,29.6445931
1712673358894665500,15.16966552734375,45,0.3266415297985077,6.605449199676514,6.734000205993652,1.1461431980133057,183.8723907470703,4.655852352011465,-82.3503589,29.6445779
1712673358943528400,15.218528564453125,45,0.7317498326301575,6.678075790405273,7.122000217437744,1.2318185567855835,186.49949645996094,4.6944037072222855,-82.3503626,29.6445757
1712673359276964000,15.551964111328125,45,0.30747532844543457,6.678075790405273,7.5879998207092285,1.1077282428741455,187.84437561035156,4.6944037072222855,-82.3503661,29.6445705
1712673359954244000,16.229244140625,45,0.7464532852172852,6.415128231048584,7.906000137329102,1.0902408361434937,173.34579467773438,4.6340605817285265,-82.3503725,29.6445609
1712673360008437800,16.283437744140624,45,0.7464532852172852,6.415128231048584,8.154000282287598,1.0936137437820435,171.30894470214844,4.6340605817285265,-82.3503756,29.6445589
1712673360390766600,16.6657666015625,45,0.32757502794265747,6.415128231048584,8.347999572753906,1.0759884119033813,165.79144287109375,4.6340605817285265,-82.3503773,29.6445524
1712673360950529500,17.225529541015625,45,0.29450851678848267,6.4261555671691895,8.493000030517578,1.0965861082077026,163.4293212890625,4.547958675908703,-82.3503813,29.6445481
1712673361153156000,17.428156005859375,45,0.3289761543273926,6.4261555671691895,8.47599983215332,1.1004103422164917,165.6318817138672,4.547958675908703,-82.3503825,29.6445463
1712673361533563000,17.80856298828125,45,0.21703548729419708,6.4261555671691895,8.234000205993652,1.1408694982528687,166.72213745117188,4.547958675908703,-82.3503824,29.6445427
1712673361951246600,18.22624658203125,45,0.23684754967689514,6.40938663482666,8.109000205993652,1.1279467344284058,175.3485107421875,4.5494781137036995,-82.3503835,29.6445384
1712673362433899000,18.70889892578125,45,0.19800789654254913,6.40938663482666,7.864999771118164,1.100640892982483,182.4174346923828,4.5494781137036995,-82.3503842,29.6445365
